lv_id,target_set_id,target_set_label,node_type,target_id,target_name,target_position,gene_identifier,gene_symbol,loading,gene_rank,source_idx,target_idx,metapath,dwpc
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,813,CALU,2.9933676800021054,4.0,565,58,GiGdA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,196,AHR,2.9532207718034686,5.0,135,58,GiGdA,3.1613907372461667
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,213,ALB,2.7894070969236693,6.0,147,58,GiGdA,5.438005314774052
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,797,CALCB,2.7369754263926636,7.0,557,58,GiGdA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,529,ATP6V1E1,2.736213733864723,8.0,367,58,GiGdA,2.200165532338139
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,705,BYSL,3.643346969278473,1.0,487,58,GuDlA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,552,AVPR1A,3.3612001611561704,2.0,381,58,GuDlA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,119,ADD2,3.0524750392734226,3.0,80,58,GuDlA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,813,CALU,2.9933676800021054,4.0,565,58,GuDlA,3.702395353074795
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,196,AHR,2.9532207718034686,5.0,135,58,GuDlA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,213,ALB,2.7894070969236693,6.0,147,58,GuDlA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,797,CALCB,2.7369754263926636,7.0,557,58,GuDlA,0.0
LV246,adipose_tissue,Adipose tissue anatomy terms,Anatomy,UBERON:0001013,adipose tissue,58,529,ATP6V1E1,2.736213733864723,8.0,367,58,GuDlA,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,267,AMFR,4.048894768378313,1.0,181,56,GdAlD,2.8034078248370737
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,407,ARR3,3.4218385369545183,2.0,295,56,GdAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,133,ADM,3.202122127348306,3.0,91,56,GdAlD,2.9450429882308145
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,970,CD70,2.922222155200057,4.0,689,56,GdAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,910,CD1B,2.8041128452118675,5.0,637,56,GdAlD,2.8587138255352817
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,771,CA12,2.762224626907292,6.0,536,56,GdAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,421,ARVCF,2.729678159686854,7.0,307,56,GdAlD,2.272467608211888
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,813,CALU,2.6944209425962455,8.0,565,56,GdAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,267,AMFR,4.048894768378313,1.0,181,56,GeAlD,1.8916610682660164
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,407,ARR3,3.4218385369545183,2.0,295,56,GeAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,133,ADM,3.202122127348306,3.0,91,56,GeAlD,2.1307029608555963
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,970,CD70,2.922222155200057,4.0,689,56,GeAlD,1.0099942439790637
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,910,CD1B,2.8041128452118675,5.0,637,56,GeAlD,0.7413976151963616
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,771,CA12,2.762224626907292,6.0,536,56,GeAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,421,ARVCF,2.729678159686854,7.0,307,56,GeAlD,1.8217617718022685
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,813,CALU,2.6944209425962455,8.0,565,56,GeAlD,1.82035259326333
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,267,AMFR,4.048894768378313,1.0,181,56,GuAlD,1.5788682645877916
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,407,ARR3,3.4218385369545183,2.0,295,56,GuAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,133,ADM,3.202122127348306,3.0,91,56,GuAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,970,CD70,2.922222155200057,4.0,689,56,GuAlD,2.529687947962417
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,910,CD1B,2.8041128452118675,5.0,637,56,GuAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,771,CA12,2.762224626907292,6.0,536,56,GuAlD,0.0
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,421,ARVCF,2.729678159686854,7.0,307,56,GuAlD,2.730310711161236
LV57,hypothyroidism,Hypothyroidism disease term,Disease,DOID:1459,hypothyroidism,56,813,CALU,2.6944209425962455,8.0,565,56,GuAlD,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0001780,neutrophil homeostasis,253,675,BRCA2,4.1650101550124745,1.0,469,253,GdAdGpBP,0.5473878688254044
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0001781,neutrophil apoptotic process,254,675,BRCA2,4.1650101550124745,1.0,469,254,GdAdGpBP,0.6606635060071775
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0002283,neutrophil activation involved in immune response,478,675,BRCA2,4.1650101550124745,1.0,469,478,GdAdGpBP,0.4222644744958926
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0002446,neutrophil mediated immunity,549,675,BRCA2,4.1650101550124745,1.0,469,549,GdAdGpBP,0.978860220113725
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0030223,neutrophil differentiation,3510,675,BRCA2,4.1650101550124745,1.0,469,3510,GdAdGpBP,0.47187215919657416
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0030593,neutrophil chemotaxis,3596,675,BRCA2,4.1650101550124745,1.0,469,3596,GdAdGpBP,1.2584543207061367
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033029,regulation of neutrophil apoptotic process,4317,675,BRCA2,4.1650101550124745,1.0,469,4317,GdAdGpBP,0.5154558014785262
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033030,negative regulation of neutrophil apoptotic process,4318,675,BRCA2,4.1650101550124745,1.0,469,4318,GdAdGpBP,0.1712553174888921
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033031,positive regulation of neutrophil apoptotic process,4319,675,BRCA2,4.1650101550124745,1.0,469,4319,GdAdGpBP,0.5598717451056447
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0042119,neutrophil activation,5213,675,BRCA2,4.1650101550124745,1.0,469,5213,GdAdGpBP,0.8026112412229328
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043312,neutrophil degranulation,5590,675,BRCA2,4.1650101550124745,1.0,469,5590,GdAdGpBP,0.41260857860234507
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043313,regulation of neutrophil degranulation,5591,675,BRCA2,4.1650101550124745,1.0,469,5591,GdAdGpBP,0.05796791417335496
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043314,negative regulation of neutrophil degranulation,5592,675,BRCA2,4.1650101550124745,1.0,469,5592,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0045658,regulation of neutrophil differentiation,6132,675,BRCA2,4.1650101550124745,1.0,469,6132,GdAdGpBP,0.3017763228368352
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0045659,negative regulation of neutrophil differentiation,6133,675,BRCA2,4.1650101550124745,1.0,469,6133,GdAdGpBP,0.3669441044499193
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070488,neutrophil aggregation,8442,675,BRCA2,4.1650101550124745,1.0,469,8442,GdAdGpBP,0.29910491450352283
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070942,neutrophil mediated cytotoxicity,8552,675,BRCA2,4.1650101550124745,1.0,469,8552,GdAdGpBP,0.6334350148857515
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070943,neutrophil mediated killing of symbiont cell,8553,675,BRCA2,4.1650101550124745,1.0,469,8553,GdAdGpBP,0.6334350148857515
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070944,neutrophil mediated killing of bacterium,8554,675,BRCA2,4.1650101550124745,1.0,469,8554,GdAdGpBP,0.611359872445424
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070945,neutrophil mediated killing of gram-negative bacterium,8555,675,BRCA2,4.1650101550124745,1.0,469,8555,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070946,neutrophil mediated killing of gram-positive bacterium,8556,675,BRCA2,4.1650101550124745,1.0,469,8556,GdAdGpBP,0.901031768579901
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070947,neutrophil mediated killing of fungus,8557,675,BRCA2,4.1650101550124745,1.0,469,8557,GdAdGpBP,0.8315343722940991
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0072672,neutrophil extravasation,9176,675,BRCA2,4.1650101550124745,1.0,469,9176,GdAdGpBP,0.6898934835017132
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090022,regulation of neutrophil chemotaxis,9265,675,BRCA2,4.1650101550124745,1.0,469,9265,GdAdGpBP,0.9401132928405299
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090023,positive regulation of neutrophil chemotaxis,9266,675,BRCA2,4.1650101550124745,1.0,469,9266,GdAdGpBP,0.9102965523947906
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090024,negative regulation of neutrophil chemotaxis,9267,675,BRCA2,4.1650101550124745,1.0,469,9267,GdAdGpBP,0.35504283992505353
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0097350,neutrophil clearance,9589,675,BRCA2,4.1650101550124745,1.0,469,9589,GdAdGpBP,0.128153677497547
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902563,regulation of neutrophil activation,10232,675,BRCA2,4.1650101550124745,1.0,469,10232,GdAdGpBP,0.16682016389539142
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902564,negative regulation of neutrophil activation,10233,675,BRCA2,4.1650101550124745,1.0,469,10233,GdAdGpBP,0.16143480785945483
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902622,regulation of neutrophil migration,10259,675,BRCA2,4.1650101550124745,1.0,469,10259,GdAdGpBP,0.9122568279810773
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902623,negative regulation of neutrophil migration,10260,675,BRCA2,4.1650101550124745,1.0,469,10260,GdAdGpBP,0.35504283992505353
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902624,positive regulation of neutrophil migration,10261,675,BRCA2,4.1650101550124745,1.0,469,10261,GdAdGpBP,0.8771628348065632
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1990266,neutrophil migration,10837,675,BRCA2,4.1650101550124745,1.0,469,10837,GdAdGpBP,1.3183983481688
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:2000389,regulation of neutrophil extravasation,11039,675,BRCA2,4.1650101550124745,1.0,469,11039,GdAdGpBP,0.07318867434757842
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:2000391,positive regulation of neutrophil extravasation,11040,675,BRCA2,4.1650101550124745,1.0,469,11040,GdAdGpBP,0.07318867434757842
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0001780,neutrophil homeostasis,253,842,CASP9,3.0863457620566757,2.0,594,253,GdAdGpBP,0.5147281834178874
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0001781,neutrophil apoptotic process,254,842,CASP9,3.0863457620566757,2.0,594,254,GdAdGpBP,0.13214284475472945
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0002283,neutrophil activation involved in immune response,478,842,CASP9,3.0863457620566757,2.0,594,478,GdAdGpBP,0.7639553923728291
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0002446,neutrophil mediated immunity,549,842,CASP9,3.0863457620566757,2.0,594,549,GdAdGpBP,0.8432730631921969
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0030223,neutrophil differentiation,3510,842,CASP9,3.0863457620566757,2.0,594,3510,GdAdGpBP,0.34032087699298524
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0030593,neutrophil chemotaxis,3596,842,CASP9,3.0863457620566757,2.0,594,3596,GdAdGpBP,0.6891562246582097
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033029,regulation of neutrophil apoptotic process,4317,842,CASP9,3.0863457620566757,2.0,594,4317,GdAdGpBP,0.2563778860993241
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033030,negative regulation of neutrophil apoptotic process,4318,842,CASP9,3.0863457620566757,2.0,594,4318,GdAdGpBP,0.20285139229125834
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033031,positive regulation of neutrophil apoptotic process,4319,842,CASP9,3.0863457620566757,2.0,594,4319,GdAdGpBP,0.16160830777970125
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0042119,neutrophil activation,5213,842,CASP9,3.0863457620566757,2.0,594,5213,GdAdGpBP,0.854380713806629
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043312,neutrophil degranulation,5590,842,CASP9,3.0863457620566757,2.0,594,5590,GdAdGpBP,0.6727333409414236
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043313,regulation of neutrophil degranulation,5591,842,CASP9,3.0863457620566757,2.0,594,5591,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043314,negative regulation of neutrophil degranulation,5592,842,CASP9,3.0863457620566757,2.0,594,5592,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0045658,regulation of neutrophil differentiation,6132,842,CASP9,3.0863457620566757,2.0,594,6132,GdAdGpBP,0.37249999593151795
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0045659,negative regulation of neutrophil differentiation,6133,842,CASP9,3.0863457620566757,2.0,594,6133,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070488,neutrophil aggregation,8442,842,CASP9,3.0863457620566757,2.0,594,8442,GdAdGpBP,0.056148427835166145
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070942,neutrophil mediated cytotoxicity,8552,842,CASP9,3.0863457620566757,2.0,594,8552,GdAdGpBP,0.3717569267375935
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070943,neutrophil mediated killing of symbiont cell,8553,842,CASP9,3.0863457620566757,2.0,594,8553,GdAdGpBP,0.3717569267375935
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070944,neutrophil mediated killing of bacterium,8554,842,CASP9,3.0863457620566757,2.0,594,8554,GdAdGpBP,0.318411459983888
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070945,neutrophil mediated killing of gram-negative bacterium,8555,842,CASP9,3.0863457620566757,2.0,594,8555,GdAdGpBP,0.3122017813535643
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070946,neutrophil mediated killing of gram-positive bacterium,8556,842,CASP9,3.0863457620566757,2.0,594,8556,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070947,neutrophil mediated killing of fungus,8557,842,CASP9,3.0863457620566757,2.0,594,8557,GdAdGpBP,0.14631058018234244
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0072672,neutrophil extravasation,9176,842,CASP9,3.0863457620566757,2.0,594,9176,GdAdGpBP,0.2980271702931961
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090022,regulation of neutrophil chemotaxis,9265,842,CASP9,3.0863457620566757,2.0,594,9265,GdAdGpBP,0.7550142029042858
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090023,positive regulation of neutrophil chemotaxis,9266,842,CASP9,3.0863457620566757,2.0,594,9266,GdAdGpBP,0.6764800322450584
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090024,negative regulation of neutrophil chemotaxis,9267,842,CASP9,3.0863457620566757,2.0,594,9267,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0097350,neutrophil clearance,9589,842,CASP9,3.0863457620566757,2.0,594,9589,GdAdGpBP,0.048220044677957666
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902563,regulation of neutrophil activation,10232,842,CASP9,3.0863457620566757,2.0,594,10232,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902564,negative regulation of neutrophil activation,10233,842,CASP9,3.0863457620566757,2.0,594,10233,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902622,regulation of neutrophil migration,10259,842,CASP9,3.0863457620566757,2.0,594,10259,GdAdGpBP,0.7369479373995856
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902623,negative regulation of neutrophil migration,10260,842,CASP9,3.0863457620566757,2.0,594,10260,GdAdGpBP,0.0
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902624,positive regulation of neutrophil migration,10261,842,CASP9,3.0863457620566757,2.0,594,10261,GdAdGpBP,0.65781071893733
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1990266,neutrophil migration,10837,842,CASP9,3.0863457620566757,2.0,594,10837,GdAdGpBP,0.7187774342592561
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:2000389,regulation of neutrophil extravasation,11039,842,CASP9,3.0863457620566757,2.0,594,11039,GdAdGpBP,0.0784862701277017
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:2000391,positive regulation of neutrophil extravasation,11040,842,CASP9,3.0863457620566757,2.0,594,11040,GdAdGpBP,0.0784862701277017
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0001780,neutrophil homeostasis,253,222,ALDH3B2,3.071139507657893,3.0,156,253,GdAdGpBP,0.5249982629798597
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0001781,neutrophil apoptotic process,254,222,ALDH3B2,3.071139507657893,3.0,156,254,GdAdGpBP,0.10799839330503283
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0002283,neutrophil activation involved in immune response,478,222,ALDH3B2,3.071139507657893,3.0,156,478,GdAdGpBP,0.6229404158625564
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0002446,neutrophil mediated immunity,549,222,ALDH3B2,3.071139507657893,3.0,156,549,GdAdGpBP,1.1610365535981069
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0030223,neutrophil differentiation,3510,222,ALDH3B2,3.071139507657893,3.0,156,3510,GdAdGpBP,0.22776078012129386
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0030593,neutrophil chemotaxis,3596,222,ALDH3B2,3.071139507657893,3.0,156,3596,GdAdGpBP,1.0420879517587047
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033029,regulation of neutrophil apoptotic process,4317,222,ALDH3B2,3.071139507657893,3.0,156,4317,GdAdGpBP,0.5197369051460783
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033030,negative regulation of neutrophil apoptotic process,4318,222,ALDH3B2,3.071139507657893,3.0,156,4318,GdAdGpBP,0.5104136617847246
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0033031,positive regulation of neutrophil apoptotic process,4319,222,ALDH3B2,3.071139507657893,3.0,156,4319,GdAdGpBP,0.23356428714526636
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0042119,neutrophil activation,5213,222,ALDH3B2,3.071139507657893,3.0,156,5213,GdAdGpBP,0.9912782242500162
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043312,neutrophil degranulation,5590,222,ALDH3B2,3.071139507657893,3.0,156,5590,GdAdGpBP,0.6172952510421911
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043313,regulation of neutrophil degranulation,5591,222,ALDH3B2,3.071139507657893,3.0,156,5591,GdAdGpBP,0.476257751084478
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0043314,negative regulation of neutrophil degranulation,5592,222,ALDH3B2,3.071139507657893,3.0,156,5592,GdAdGpBP,0.10884940556759252
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0045658,regulation of neutrophil differentiation,6132,222,ALDH3B2,3.071139507657893,3.0,156,6132,GdAdGpBP,0.20152085283889296
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0045659,negative regulation of neutrophil differentiation,6133,222,ALDH3B2,3.071139507657893,3.0,156,6133,GdAdGpBP,0.24599697434160583
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070488,neutrophil aggregation,8442,222,ALDH3B2,3.071139507657893,3.0,156,8442,GdAdGpBP,0.5953281949690494
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070942,neutrophil mediated cytotoxicity,8552,222,ALDH3B2,3.071139507657893,3.0,156,8552,GdAdGpBP,0.9773205385112328
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070943,neutrophil mediated killing of symbiont cell,8553,222,ALDH3B2,3.071139507657893,3.0,156,8553,GdAdGpBP,0.9773205385112328
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070944,neutrophil mediated killing of bacterium,8554,222,ALDH3B2,3.071139507657893,3.0,156,8554,GdAdGpBP,0.8961289499213255
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070945,neutrophil mediated killing of gram-negative bacterium,8555,222,ALDH3B2,3.071139507657893,3.0,156,8555,GdAdGpBP,0.7032920498880059
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070946,neutrophil mediated killing of gram-positive bacterium,8556,222,ALDH3B2,3.071139507657893,3.0,156,8556,GdAdGpBP,0.512883792131266
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0070947,neutrophil mediated killing of fungus,8557,222,ALDH3B2,3.071139507657893,3.0,156,8557,GdAdGpBP,0.3536849048911837
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0072672,neutrophil extravasation,9176,222,ALDH3B2,3.071139507657893,3.0,156,9176,GdAdGpBP,0.8417855570154507
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090022,regulation of neutrophil chemotaxis,9265,222,ALDH3B2,3.071139507657893,3.0,156,9265,GdAdGpBP,0.6915532108475052
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090023,positive regulation of neutrophil chemotaxis,9266,222,ALDH3B2,3.071139507657893,3.0,156,9266,GdAdGpBP,0.7062773568096052
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0090024,negative regulation of neutrophil chemotaxis,9267,222,ALDH3B2,3.071139507657893,3.0,156,9267,GdAdGpBP,0.18604097653997917
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:0097350,neutrophil clearance,9589,222,ALDH3B2,3.071139507657893,3.0,156,9589,GdAdGpBP,0.2594637474202394
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902563,regulation of neutrophil activation,10232,222,ALDH3B2,3.071139507657893,3.0,156,10232,GdAdGpBP,0.48600556493574165
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902564,negative regulation of neutrophil activation,10233,222,ALDH3B2,3.071139507657893,3.0,156,10233,GdAdGpBP,0.16464586377978288
LV603,neutrophil_bp,Neutrophil biological process terms,Biological Process,GO:1902622,regulation of neutrophil migration,10259,222,ALDH3B2,3.071139507657893,3.0,156,10259,GdAdGpBP,0.7933526586024641
